"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Screen__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Parent_Screen_Section__c","nFORCE__Number_of_Columns__c","Custom_Code_in_Screen_Section__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Validation_Service__c"
"a2F5f000000xiLzEAI","","ACH Interest Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq9EAA","false","false","false","false","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42210563823841615","LLC_BI__Deposit__c","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Interest_Payment_Method_Type__c"" IS=""Automatic Transfer (ACH)""}}{{ENDIF}}","a2F5f000000xiLyEAI","","","false","false",""
"a2F5f000000xiM0EAI","","Co Owner Mailing Address- Editable","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq3EAA","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42252305205159265","Contact","","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}}{{COND=""B"" FIELD=""Contact.Is_existing_customer__c"" IS=""No""}}{{{ENDIF}}","a2F5f000000xiLoEAI","","","false","false",""
"a2F5f000000xiM1EAI","","DEP Primary Identification (Owner)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq3EAA","false","false","false","false","false","30.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42645675975612420","Contact","Primary ID Details","Please enter or confirm your Primary ID information","","","","","false","false",""
"a2F5f000000xiM2EAI","","Dep- Business Entity Typ","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq4EAA","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42908954744327789","Account","","","","","","","false","false",""
"a2F5f000000xiM3EAI","","DEP Business Mailing Address","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq4EAA","false","false","true","false","false","45.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42996889976689548","Account","","","{{IF=""A""}}
{{COND=""A"" FIELD=""Account.Business_Mailing_Address_Same_as_Physica__c"" IS=""No""}}
{{ENDIF}}","a2F5f000000xiLqEAI","","","false","false",""
"a2F5f000000xiM4EAI","","DEP Personal Contact info (Business)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqAEAQ","false","false","true","false","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","26731598381727799","Contact","","","","","","","false","false",""
"a2F5f000000xiM5EAI","","DEP Primary Identification","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqAEAQ","false","false","false","false","false","30.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","51571598381727799","Contact","Primary ID Details","Please enter or confirm your Primary ID information","","","","","false","false",""
"a2F5f000000xiM6EAI","","DEP Personal Contact Mailing Address","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqAEAQ","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","64381598381727800","Contact","","","{{IF=""A""}} {{COND=""A"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}} {{ENDIF}}","a2F5f000000xiM4EAI","","","false","false",""
"a2F5f000000xiM7EAI","","Dep-Personal info- Connection Role","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqAEAQ","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42284196610042086","LLC_BI__Connection__c","Tell us how you are associated to this business","Beneficial owners are those with more than 25% ownership in the company.","","","","","false","false",""
"a2F5f000000xiM9EAI","","DEP Business Info- Non Sole Prop","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq4EAA","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42403585101966532","Account","","","{{IF=""A""}}
{{COND=""A"" FIELD=""Account.Legal_Entity_Type_cm__c"" NOT=""Sole Proprietorship - Business""}}
{{ENDIF}}","a2F5f000000xiM2EAI","","","false","false",""
"a2F5f000000xiMAEAY","","Dep-Personal info- Ownership Percent","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqAEAQ","false","false","false","false","false","11.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42113012111374632","LLC_BI__Connection__c","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Connection__c.Role_cm__c"" IS=""Beneficial Owner""}}{{ENDIF}}","a2F5f000000xiM7EAI","","","false","false",""
"a2F5f000000xiMBEAY","","DEP Personal Contact info (Business)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqCEAQ","false","false","true","false","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","83411598553323930","Contact","","","","","","","false","false",""
"a2F5f000000xiMCEAY","","DEP Primary Identification","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqCEAQ","false","false","false","false","false","30.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","20271598553323930","Contact","Primary ID Details","Please enter or confirm your Primary ID information","","","","","false","false",""
"a2F5f000000xiMDEAY","","DEP Personal Contact Mailing Address","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqCEAQ","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","11051598553323932","Contact","","","{{IF=""A""}} {{COND=""A"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}} {{ENDIF}}","a2F5f000000xiMBEAY","","","false","false",""
"a2F5f000000xiMEEAY","","DAO Consumer CD (Interest Bearing) - Product Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqDEAQ","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42527695580362186","LLC_BI__Deposit__c","","","","","","","false","false",""
"a2F5f000000xiMFEAY","","DAO Consumer Checking (Non-Int. Bearing) - Product Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqDEAQ","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42443015058535654","LLC_BI__Deposit__c","","","","","","","false","false",""
"a2F5f000000xiMGEAY","","DAO Consumer Savings (Interest Bearing) - Product Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqDEAQ","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42614826030555607","LLC_BI__Deposit__c","","","","","","","false","false",""
"a2F5f000000xiMHEAY","","DAO Business Savings (Interest Bearing) - Product Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqDEAQ","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42198073587141909","LLC_BI__Deposit__c","","","","","","","false","false",""
"a2F5f000000xiMIEAY","","DAO Business Checking (Non-Int. Bearing) - Product Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqDEAQ","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42906626838207927","LLC_BI__Deposit__c","","","","","","","false","false",""
"a2F5f000000xiMJEAY","","DAO Business Checking (Interest Bearing) - Product Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqDEAQ","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42686713689490837","LLC_BI__Deposit__c","","","","","","","false","false",""
"a2F5f000000xiMMEAY","","Statement Mailing Address","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqFEAQ","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42612080125480832","LLC_BI__Deposit__c","","","","","","","false","false",""
"a2F5f000000xiMNEAY","","If statement address is different from mailing","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqtEAA","false","false","false","false","false","20.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42620350754320116","LLC_BI__Deposit__c","","","{{IF=""A""}}
{{COND=""A"" FIELD=""LLC_BI__Deposit__c.Statement_address_same_as_mailing__c"" IS=""No""}}
{{ENDIF}}","a2F5f000000xiMMEAY","","","false","false",""
"a2F5f000000xiMPEAY","","DAO Consumer Tax Favored Account - Product Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqDEAQ","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42708741573802134","LLC_BI__Deposit__c","","","","","","","false","false",""
"a2F5f000000xiMQEAY","","DAO Consumer IRA - Product Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqDEAQ","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42222882086840696","LLC_BI__Deposit__c","","","","","","","false","false",""
"a2F5f000000xiMREAY","","EO - Permanent Resident Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqGEAQ","false","false","true","false","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42864984114920971","Contact","","","{{IF=""A""}}{{COND=""A"" FIELD=""Contact.LLC_BI__US_Citizen__c"" IS=""No""}}{{ENDIF}}","a2F5f000000xiMUEAY","","","false","false",""
"a2F5f000000xiMSEAY","","EO - Mailing Address Fields","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqGEAQ","false","false","true","false","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42989309710367394","Contact","","","{{IF=""A""}} {{COND=""A"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}} {{ENDIF}}","a2F5f000000xiLgEAI","","","false","false",""
"a2F5f000000xiMTEAY","","EO - Business Mailing Address Fields","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqGEAQ","false","false","true","false","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42600091620572627","Account","","","{{IF=""A""}}
{{COND=""A"" FIELD=""Account.Business_Mailing_Address_Same_as_Physica__c"" IS=""No""}}
{{ENDIF}}","a2F5f000000xiLeEAI","","","false","false",""
"a2F5f000000xiMUEAY","","Details  - EO Part 2 -Citizenship/Residency","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xapqEAA","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42926671799872871","Contact","","","","","","","false","false",""
"a2F5f000000xiMVEAY","","Details- business eo","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xappEAA","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42776490295674158","Contact","","","","","","","false","false",""
"a2F5f000000xiMWEAY","","Details  - Business EO Part 2 -Citizenship/Residency","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xappEAA","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42703083729219026","Contact","","","","","","","false","false",""
"a2F5f000000xiMXEAY","","EO - Permanent Resident Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqGEAQ","false","false","true","false","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42562838609166961","Contact","","","{{IF=""A""}}{{COND=""A"" FIELD=""Contact.LLC_BI__US_Citizen__c"" IS=""No""}}{{ENDIF}}","a2F5f000000xiMWEAY","","","false","false",""
"a2F5f000000xiMYEAY","","EO - business Mailing Address Fields","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqGEAQ","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42769758017032363","Contact","","","{{IF=""A""}} {{COND=""A"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}} {{ENDIF}}","a2F5f000000xiMVEAY","","","false","false",""
"a2F5f000000xiMZEAY","","Owner Info","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqIEAQ","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42311378189821295","Beneficial_Owner__c","","","","","","","false","false",""
